pincode,season,rain_disruptions_3m,aqi_disruptions_3m,heat_disruptions_3m,avg_claim_rate,platform,shift_type,imd_red_alert,worker_claim_history,flood_vulnerability,risk_label,disruption_hours
560034,post_monsoon,5,1,0,0.40518219987971854,blinkit,night,1,0.37908672304885216,0.7,1,4.441076795103255
600001,summer,2,5,6,0.3984240883860616,blinkit,morning,1,0.009585640144394558,0.5,1,3.0871579592137515
500001,monsoon,13,8,2,0.06378407568214212,zepto,night,1,0.28384614834613653,0.4,2,5.302309007655399
400001,winter,13,8,5,0.45165056369437967,zepto,night,0,0.11929958060181245,0.8,1,5.482783598937651
400001,winter,14,7,2,0.33613941473704,blinkit,morning,0,0.10280856173585395,0.8,1,5.857370132410657
400001,post_monsoon,7,2,4,0.44876431118843224,swiggy,evening,1,0.07748729013574951,0.8,1,5.630081948402804
560034,post_monsoon,14,2,2,0.2235802522653318,swiggy,morning,1,0.5932594701753773,0.7,2,6.067151348812629
400001,post_monsoon,12,1,6,0.21847743054184887,swiggy,morning,1,0.18934772362985863,0.8,2,6.528685821232284
560001,monsoon,16,4,1,0.39226825934244763,blinkit,night,1,0.36124279404101045,0.6,2,6.311975834031604
500001,monsoon,2,3,2,0.04664892773837176,zepto,night,0,0.8620177161300168,0.4,1,1.7557249742284948
560001,post_monsoon,5,6,3,0.26043701831744287,blinkit,evening,1,0.42433813979627566,0.6,1,5.389355784016737
700001,summer,4,3,1,0.41819211781561283,swiggy,night,1,0.9156913500516376,0.65,1,4.710129329416387
500001,winter,16,8,5,0.41509628153478567,zepto,evening,1,0.49793805339560626,0.4,2,6.551001546879345
560001,winter,1,1,0,0.4780664281711845,blinkit,evening,1,0.39883661483975574,0.6,1,2.956196566237125
500001,monsoon,14,5,0,0.34913629676527325,blinkit,evening,0,0.7503889270907016,0.4,2,3.3698656855353413
700001,winter,4,6,4,0.10388531471986417,swiggy,evening,0,0.0731750987680021,0.65,1,2.7412974627975517
380001,summer,19,3,4,0.01014015744729041,blinkit,night,1,0.08947838298241739,0.3,2,5.6408883123973785
560034,winter,5,5,3,0.23970789931355097,zepto,morning,0,0.6519737139229607,0.7,1,4.262174766581148
560034,monsoon,5,6,5,0.25685193281127777,swiggy,morning,0,0.48694071323924826,0.7,1,2.8805265639714337
400001,monsoon,17,3,6,0.12013129224946573,swiggy,night,1,0.7904152503192102,0.8,2,7.202682502901526
110001,summer,17,7,0,0.0623487235618016,zepto,night,1,0.9162708373435314,0.3,2,5.048715727875916
400001,summer,3,8,0,0.2931040830952545,swiggy,evening,0,0.38836687767154754,0.8,1,4.708759700865518
411001,winter,16,0,0,0.38212783701207065,blinkit,night,0,0.5964100265846463,0.5,1,3.1016741698746157
560001,winter,13,6,6,0.49657705179508027,blinkit,morning,0,0.5006966277953099,0.6,1,4.7201501643807635
500001,monsoon,13,8,0,0.37915130860525925,swiggy,night,0,0.9816106556424329,0.4,2,4.390187711527289
110001,summer,12,9,2,0.3968162071277905,zepto,night,0,0.8310844073565952,0.3,1,3.910002494450376
700001,summer,6,4,5,0.30823043911439874,blinkit,evening,1,0.9117377082773536,0.65,1,4.3113752150106315
411001,summer,11,1,1,0.49296132948500887,zepto,evening,0,0.2543400875776042,0.5,1,2.721828263950387
700001,winter,14,9,1,0.3199781925572852,blinkit,evening,0,0.7725264231625943,0.65,1,5.586200313724529
560034,summer,18,5,3,0.43012664319985217,blinkit,evening,0,0.2654732249976489,0.7,2,5.824203316117485
560034,monsoon,10,6,2,0.47289232312047785,swiggy,morning,0,0.2087425334283899,0.7,2,4.717380403552345
400001,monsoon,14,1,0,0.4649292502502805,swiggy,night,0,0.9442661596555508,0.8,2,5.177985995057936
560001,winter,11,1,0,0.19070767189167825,zepto,night,0,0.019304416717866646,0.6,1,2.7819591622170465
110001,post_monsoon,2,9,4,0.03933102915712933,swiggy,evening,0,0.9653887036634297,0.3,1,1.317014475696337
302001,winter,16,9,4,0.08593685126962342,blinkit,morning,0,0.1492618969888062,0.2,1,3.564338096171511
411001,post_monsoon,2,0,3,0.029611652698303736,blinkit,morning,1,0.8194380817932682,0.5,1,3.060179297303186
411001,summer,18,3,0,0.052698467414570016,zepto,night,1,0.2759225530681031,0.5,1,5.706898890696358
400001,winter,19,6,3,0.09232562294684882,zepto,evening,0,0.3507023274307274,0.8,2,5.988748986216933
560034,monsoon,3,8,2,0.17054715829370087,blinkit,night,1,0.21675771132198496,0.7,2,5.40762524664089
400001,summer,2,2,1,0.2717698232875379,swiggy,night,1,0.5855140424810796,0.8,1,4.253002395698216
500001,monsoon,15,6,0,0.355841029677543,swiggy,morning,1,0.3480955475078741,0.4,2,5.14234138166607
110001,summer,11,6,5,0.10546366805325597,zepto,morning,1,0.6573930394946632,0.3,1,5.056461550444973
560001,winter,7,6,6,0.3362612021190697,zepto,night,1,0.015647317942065975,0.6,1,4.809017755785397
380001,post_monsoon,16,1,2,0.3521295372512098,blinkit,evening,1,0.06437488351503962,0.3,1,4.95366244156706
600001,summer,6,5,0,0.2793111684330947,blinkit,evening,0,0.09966115273124865,0.5,0,2.7337633737442033
600001,post_monsoon,10,1,6,0.4518089348993553,zepto,night,0,0.41899368531023107,0.5,1,3.2699851797846198
400001,summer,17,5,5,0.05549740696090533,blinkit,night,1,0.8147961726599761,0.8,2,6.4430479335035145
500001,monsoon,0,9,4,0.08856072880120974,zepto,evening,0,0.8881779103783827,0.4,1,2.4631361129385745
110001,monsoon,2,2,3,0.21433241219474242,zepto,evening,1,0.24481074006090076,0.3,1,2.8836116490211516
302001,summer,3,1,4,0.06335636761711944,swiggy,evening,0,0.574369724239014,0.2,0,0.767841884886088
600001,post_monsoon,12,5,1,0.2831480718620437,zepto,night,0,0.7683649926926005,0.5,1,4.0654664931746884
110001,winter,5,1,4,0.1992002333047122,blinkit,morning,0,0.2888294299196087,0.3,0,1.3673644354610663
560001,winter,13,4,0,0.14229789726795922,swiggy,evening,1,0.4090077367362732,0.6,1,5.289463701002142
700001,monsoon,4,1,5,0.08499490650881864,swiggy,evening,0,0.5239742026857139,0.65,1,2.049361550621043
500001,winter,15,2,4,0.16766911917410515,blinkit,evening,0,0.1348748464080477,0.4,1,2.798208919863521
560034,monsoon,14,2,0,0.303979675416171,blinkit,night,1,0.025982293725780314,0.7,2,6.167142689603922
110001,winter,14,5,1,0.2878926054447058,blinkit,morning,1,0.15280580931828325,0.3,1,5.582808324555581
560001,summer,3,5,6,0.08181200010511691,zepto,morning,0,0.6268536212535334,0.6,1,2.524700137657984
302001,monsoon,7,9,5,0.062459905370316704,swiggy,evening,1,0.07361826153368167,0.2,1,3.6507637444062047
380001,monsoon,15,2,4,0.013338381304436264,zepto,night,0,0.1896963648501283,0.3,1,2.4438526103757714
560034,summer,15,2,3,0.006212796896966133,zepto,morning,0,0.3378538856953037,0.7,1,3.4633244600521556
380001,monsoon,3,0,3,0.4399052178598426,zepto,night,1,0.07787006430636634,0.3,1,3.213365272857674
302001,winter,12,6,5,0.02254442800269496,zepto,morning,1,0.19169927116163443,0.2,1,3.512996098867179
560001,winter,12,7,3,0.36561055493662314,swiggy,evening,0,0.9112697889835111,0.6,1,3.7280332147012363
600001,monsoon,1,1,4,0.4359925481224785,swiggy,night,1,0.01929913222698476,0.5,1,3.3917156591860027
380001,winter,2,3,4,0.04902892428122879,zepto,evening,0,0.6534319241743621,0.3,0,1.544853631342502
560034,post_monsoon,7,9,5,0.2181507119165088,blinkit,morning,1,0.3844089309151849,0.7,1,5.712351191775361
400001,monsoon,14,6,4,0.4811514915871383,swiggy,morning,1,0.6726487394323711,0.8,2,6.603459724244295
411001,summer,10,7,6,0.41706933026179255,zepto,evening,1,0.5886917203634046,0.5,2,5.0215365731025745
110001,post_monsoon,8,0,0,0.24485201592892752,blinkit,morning,1,0.22349875435464428,0.3,1,3.0310671626731076
600001,monsoon,6,3,1,0.38128555639577644,blinkit,evening,1,0.8472094875733885,0.5,1,3.882928277363841
380001,summer,12,5,6,0.4166888122158319,zepto,evening,0,0.4919403826093567,0.3,1,3.0554760619694235
700001,winter,1,2,6,0.17401348159435964,swiggy,evening,0,0.8225360189134717,0.65,1,1.3548290988664735
110001,summer,7,4,3,0.44607645843498045,blinkit,morning,0,0.4060125361882192,0.3,1,1.9568319480613594
400001,post_monsoon,6,9,0,0.2352366598385784,swiggy,night,1,0.984685553915239,0.8,1,5.513890745176604
302001,winter,11,8,5,0.263903681779415,swiggy,evening,0,0.7704893585012963,0.2,1,2.705517622073251
411001,monsoon,18,2,7,0.4998538189109155,blinkit,night,0,0.9659502051125735,0.5,2,4.228722740625316
560001,winter,6,4,3,0.42165148307608064,zepto,morning,1,0.5143264789098588,0.6,1,4.934363875450639
400001,monsoon,9,7,0,0.18088500288649,blinkit,morning,1,0.4736911322907005,0.8,2,6.345742963642614
400001,monsoon,15,5,4,0.005172798236349974,blinkit,night,1,0.7554538093252579,0.8,2,7.405676573988768
302001,summer,2,3,5,0.31308703689694733,swiggy,evening,0,0.8802912630134302,0.2,0,0.44604881831949017
500001,summer,9,7,7,0.3519567130640539,zepto,morning,0,0.964145795865558,0.4,1,3.0396274255509663
302001,summer,5,2,5,0.32540134507168983,swiggy,evening,1,0.3245519060324997,0.2,1,3.6637897525335616
500001,post_monsoon,17,2,7,0.48393117558160653,blinkit,evening,0,0.7987045738426389,0.4,1,3.077132042711702
500001,post_monsoon,17,3,7,0.43148551366607213,zepto,night,0,0.2106455976355367,0.4,1,3.4618853738312563
600001,summer,4,8,3,0.22441584659032426,zepto,morning,1,0.5455743467454452,0.5,1,4.092132166514222
600001,post_monsoon,6,4,4,0.03142874373619048,zepto,night,0,0.17984814840919916,0.5,1,3.822161901187399
560034,winter,1,7,3,0.23802938475099844,zepto,morning,1,0.34739736175033886,0.7,1,3.962733647952633
380001,winter,10,5,7,0.34462200998101156,zepto,night,0,0.9313583672064593,0.3,1,3.441910320915629
380001,post_monsoon,12,2,7,0.3038549041135023,blinkit,morning,1,0.14609069977308609,0.3,1,4.386051553164995
560001,post_monsoon,4,7,2,0.26906853385544244,blinkit,morning,0,0.6324008951351965,0.6,1,2.5267729919485604
380001,winter,5,8,0,0.23440947900762066,blinkit,morning,0,0.5929542729274033,0.3,1,3.849912073168916
600001,monsoon,13,7,2,0.14688093651369316,swiggy,evening,1,0.12073835270898647,0.5,2,5.7473240019529035
560034,winter,11,3,0,0.13867338086231462,zepto,evening,1,0.32597904376881215,0.7,1,5.738101158930058
560034,winter,3,5,1,0.25011573946290094,zepto,night,1,0.5629815045152657,0.7,1,4.817253774103356
500001,post_monsoon,5,0,6,0.0803015732148245,blinkit,night,1,0.18717860898849026,0.4,1,3.678478091086058
302001,winter,9,3,5,0.1703427117874008,zepto,morning,0,0.8006236564128154,0.2,1,3.3260366779310298
560001,post_monsoon,17,7,3,0.1619896373550498,swiggy,morning,1,0.9721565095347499,0.6,2,7.442971924134795
500001,post_monsoon,14,0,1,0.29356640079210045,zepto,evening,1,0.21475939996247206,0.4,1,4.334200928235598
302001,summer,7,2,1,0.03334115018151229,zepto,evening,1,0.18691196479057592,0.2,1,4.359362456486118
380001,winter,8,0,5,0.41483434013254755,swiggy,evening,1,0.45493507179744463,0.3,1,3.249933523525045
500001,monsoon,4,8,5,0.28118919019220107,blinkit,night,1,0.7477652771400322,0.4,2,4.2611204404412035
110001,summer,9,1,0,0.33541334038796766,blinkit,evening,0,0.2816006102352514,0.3,0,1.6242409407858132
380001,post_monsoon,19,8,2,0.3515469518797164,zepto,night,1,0.019879908697280402,0.3,2,6.568303206932477
302001,post_monsoon,5,3,4,0.14574206842126824,swiggy,evening,1,0.541220628032894,0.2,1,2.9963193793260756
560001,monsoon,15,1,0,0.23518578369243326,blinkit,evening,1,0.9566005677673076,0.6,2,5.07525618171076
302001,post_monsoon,2,3,4,0.4781229779348336,blinkit,morning,0,0.39127685540694557,0.2,0,1.7942505070173531
500001,winter,9,9,1,0.38335261899840745,blinkit,night,0,0.4201345541831004,0.4,1,4.16810069745261
500001,summer,10,5,4,0.48477843761159267,zepto,evening,0,0.9689017171140379,0.4,1,3.935051390859348
400001,post_monsoon,10,6,2,0.37312717257314415,swiggy,morning,1,0.6946076116267283,0.8,2,5.238524775307388
560001,post_monsoon,16,2,0,0.0878000698542587,zepto,night,1,0.7191719228421252,0.6,2,6.686771460024859
700001,monsoon,3,2,7,0.03226794192233812,blinkit,night,0,0.5627020053710676,0.65,1,2.4497421597514344
380001,winter,3,9,5,0.2888307183598318,swiggy,evening,0,0.9746092108632416,0.3,1,3.2757517354619488
560034,post_monsoon,16,7,7,0.17890663985130478,zepto,night,1,0.6888664844255561,0.7,2,7.012476849032078
560001,monsoon,8,4,2,0.1377289550690851,blinkit,morning,1,0.8950327516051695,0.6,2,5.025665630229247
560034,post_monsoon,18,3,6,0.40360549821270875,blinkit,morning,1,0.6993788657332212,0.7,2,6.604260536369195
560001,monsoon,4,6,2,0.18349663354097367,zepto,night,0,0.735115824840396,0.6,1,2.9931685383300413
560001,monsoon,5,6,6,0.15850048486715196,blinkit,morning,1,0.2904109221422465,0.6,2,4.3102428422121974
302001,winter,2,8,0,0.4249937965845052,blinkit,night,1,0.303478698013819,0.2,1,2.6659680762185807
560001,post_monsoon,0,8,5,0.4231436682432301,swiggy,morning,0,0.7829846495760292,0.6,1,2.41866901432196
400001,winter,19,4,2,0.1781833188775283,blinkit,night,0,0.2967062891698996,0.8,2,6.245444268224385
700001,monsoon,15,7,7,0.4162493504929831,zepto,night,0,0.5627700708015316,0.65,2,4.201687517081525
500001,summer,10,9,6,0.42538924516633025,swiggy,night,1,0.24935231090670196,0.4,1,5.770333115301695
411001,post_monsoon,12,0,5,0.21196526751483313,zepto,morning,0,0.8169833808090694,0.5,1,3.371694873180229
560034,summer,9,8,3,0.03323656510458578,blinkit,night,0,0.11050135122769,0.7,1,4.640737309430628
500001,post_monsoon,2,7,3,0.0007923222331700508,swiggy,night,1,0.8294466397616644,0.4,1,4.116580247012904
411001,winter,8,5,3,0.2616462314444975,swiggy,evening,1,0.6027298005076018,0.5,1,5.164172487279071
700001,winter,11,2,4,0.17203774668517785,swiggy,evening,0,0.18690953482707728,0.65,1,3.8112007940198565
700001,winter,13,2,2,0.498565947079183,swiggy,night,1,0.5420353855061182,0.65,1,5.626171562325745
560034,winter,0,7,0,0.3862054998136421,zepto,evening,0,0.28249883684734045,0.7,0,3.247048337976853
560034,winter,17,4,7,0.38063772817520625,blinkit,night,1,0.3234673347304966,0.7,2,6.029352619284449
700001,summer,16,9,0,0.47762138414367183,blinkit,evening,1,0.35152804159688034,0.65,2,6.152770721712403
411001,winter,8,6,4,0.4438621989466604,swiggy,morning,0,0.06331924697232094,0.5,1,3.0676565387379298
560001,monsoon,8,4,0,0.15909373972819435,blinkit,morning,0,0.9859616844014174,0.6,1,3.5440452609936623
380001,monsoon,9,7,6,0.08299361080193818,zepto,night,0,0.031534628131224096,0.3,1,3.9104355749698927
110001,summer,18,9,3,0.3729461325327411,blinkit,night,1,0.6624968731842784,0.3,2,6.023991360223306
500001,post_monsoon,14,9,7,0.1891369468414365,zepto,morning,0,0.37122764775743056,0.4,1,5.200076256246454
302001,monsoon,4,3,2,0.23658632581547823,zepto,morning,1,0.6460102909466989,0.2,1,3.257728848962418
500001,post_monsoon,14,1,0,0.31519886563741345,blinkit,evening,1,0.3562482530875838,0.4,1,4.673268674815315
302001,summer,19,2,0,0.4539363384676203,zepto,night,0,0.6737506462588587,0.2,1,4.223534324260461
411001,post_monsoon,1,7,1,0.20954387683548298,zepto,morning,1,0.7292355094683608,0.5,1,3.728568587713974
302001,post_monsoon,12,6,1,0.3916584451096807,zepto,morning,1,0.6905526403996448,0.2,1,4.625604724220946
560034,post_monsoon,15,1,1,0.13416989563732873,zepto,night,0,0.11396198135815228,0.7,1,3.7818143483615643
380001,post_monsoon,14,5,2,0.3489858954618068,swiggy,evening,1,0.6568932346546846,0.3,1,4.24566811508888
380001,summer,9,8,3,0.0007897105389559345,blinkit,evening,1,0.2799875494540973,0.3,1,4.826827765403758
560034,monsoon,13,3,5,0.4357536067453174,swiggy,evening,0,0.028801370569333518,0.7,2,4.9018644769757955
400001,winter,9,8,3,0.01518978997723125,zepto,evening,0,0.41483067188895395,0.8,1,5.522833751276639
411001,post_monsoon,13,1,7,0.3563768773812921,blinkit,morning,1,0.43354310280380104,0.5,1,4.645313779328092
400001,monsoon,8,1,3,0.023129094630641944,zepto,night,1,0.4671741333524465,0.8,2,5.931872062495422
400001,monsoon,13,8,2,0.13312284969700172,blinkit,night,1,0.7048241653907162,0.8,2,7.3072234499884985
500001,summer,2,6,6,0.24860120177827655,swiggy,morning,1,0.3088438091424591,0.4,1,3.3544185704816236
700001,monsoon,19,6,6,0.2099693426741191,blinkit,morning,0,0.3152805131039226,0.65,2,6.0940434447281895
500001,summer,15,0,2,0.09591805730050529,zepto,morning,1,0.060552256241260594,0.4,1,5.422108188142599
700001,post_monsoon,1,5,1,0.1669074558546187,blinkit,night,1,0.686821215992296,0.65,1,4.671091539269789
110001,post_monsoon,9,6,0,0.36385318503048353,blinkit,night,1,0.567826091399584,0.3,1,5.4336801893716
302001,winter,2,5,4,0.33462854628982414,swiggy,night,1,0.34942511269378806,0.2,1,3.4503309237749997
700001,winter,10,5,4,0.03590729188195785,zepto,evening,0,0.7051889789173547,0.65,1,2.8815509353189293
560034,winter,10,1,5,0.37365791278644317,blinkit,morning,1,0.5373577492268772,0.7,1,5.361280247998776
500001,monsoon,12,5,0,0.026522940598514178,swiggy,morning,0,0.46924494587053966,0.4,1,2.7165992494652578
411001,post_monsoon,6,3,5,0.2714631945498922,blinkit,morning,0,0.5113245436611265,0.5,1,2.775725035138573
302001,summer,16,8,1,0.13003137402109533,zepto,night,0,0.6363481252670565,0.2,1,3.846813930727653
110001,winter,1,0,5,0.29384506377990943,blinkit,morning,0,0.6600026045745995,0.3,0,0.7581525486190379
700001,summer,11,7,0,0.13066419797045092,blinkit,morning,0,0.28895781914071716,0.65,1,3.7861984284133086
110001,summer,9,4,7,0.4924789848129155,blinkit,evening,1,0.14074336339115323,0.3,1,3.8848340496263827
411001,winter,17,0,0,0.15486409186376593,blinkit,night,0,0.15663418119051875,0.5,1,3.8814197242859567
400001,post_monsoon,10,3,4,0.120980317837248,zepto,morning,0,0.6393908859030016,0.8,1,4.134147577032694
380001,winter,15,0,6,0.139232645457673,swiggy,night,0,0.872873285767126,0.3,1,3.202716953068431
411001,summer,16,5,1,0.4482364286296477,swiggy,night,1,0.4094962783455518,0.5,2,6.192625412771134
600001,winter,18,1,7,0.3181094143346724,blinkit,night,0,0.16952016032946238,0.5,1,4.143723845489022
411001,summer,17,4,2,0.3653420487103882,zepto,evening,1,0.7566024982938546,0.5,2,6.589824217335996
110001,summer,2,6,7,0.4590052550471752,zepto,night,0,0.8324894744194485,0.3,1,1.7808807461609537
560034,winter,15,1,7,0.45593624242250375,zepto,night,0,0.8805824431209666,0.7,2,4.912245409286685
500001,monsoon,5,5,5,0.36947292328936376,zepto,night,1,0.6068314289137332,0.4,2,3.797759591304846
560034,winter,11,5,4,0.09891221442066145,zepto,morning,1,0.8607285593880847,0.7,2,7.12185458466843
110001,monsoon,10,4,5,0.42168666033750274,zepto,evening,1,0.015414958448407678,0.3,2,4.533632087516931
500001,summer,14,4,5,0.10188801709553186,blinkit,morning,0,0.10723580176952352,0.4,1,4.517649300658302
600001,summer,14,2,2,0.371449407049216,swiggy,evening,1,0.09257606705209875,0.5,1,4.9530290055936055
380001,monsoon,15,9,1,0.3428015332724372,swiggy,evening,1,0.712604684254733,0.3,2,5.326424860846934
302001,summer,9,9,0,0.3794444250702233,blinkit,night,1,0.06958178354357902,0.2,1,4.223931173675294
110001,monsoon,11,1,3,0.26634284035690786,swiggy,night,1,0.49636437246630705,0.3,2,5.386499963384043
700001,monsoon,12,6,5,0.3193630911246098,zepto,morning,1,0.4727068986362891,0.65,2,5.743629990967199
110001,summer,3,0,3,0.47666004021712766,zepto,evening,0,0.31070352355824093,0.3,0,0.9382829525216327
110001,post_monsoon,6,5,1,0.05054429708710745,swiggy,night,1,0.8704051699420998,0.3,1,4.450453226773593
500001,monsoon,1,5,3,0.15442363739081,zepto,night,0,0.170433201879996,0.4,1,1.879402172868134
560001,winter,14,2,5,0.3056785065491912,zepto,night,1,0.35246278439923984,0.6,2,5.490940269674592
411001,winter,7,1,2,0.48202706506574466,swiggy,night,1,0.7741715000229291,0.5,1,3.844858844261071
560001,summer,6,1,3,0.047787223831300574,blinkit,morning,0,0.030422314393284244,0.6,1,3.044414279101007
600001,post_monsoon,14,8,1,0.011274610765043214,swiggy,morning,0,0.6729504002463687,0.5,1,4.931327816804851
700001,summer,13,4,1,0.027874799235164005,swiggy,night,0,0.8163977263615706,0.65,1,4.694042720384069
380001,post_monsoon,7,6,6,0.026202843230599404,swiggy,night,0,0.9322678388381672,0.3,1,2.310333111252309
400001,monsoon,11,4,6,0.4539079288887022,swiggy,night,1,0.8762966404914849,0.8,2,5.456148656172207
600001,monsoon,12,6,2,0.36062895396691236,blinkit,night,0,0.31938411683368517,0.5,2,1.8904394216180624
400001,monsoon,10,3,3,0.33855318309813914,blinkit,night,1,0.5863641413229526,0.8,2,5.227265645911884
400001,monsoon,16,7,3,0.26128641013090476,zepto,evening,1,0.07729349315046585,0.8,2,6.813932729329326
380001,winter,16,9,6,0.39097630848607595,zepto,evening,1,0.2578700035480086,0.3,2,5.670480084204656
560034,winter,3,9,0,0.0778239963807954,swiggy,evening,0,0.09422237874750738,0.7,1,3.3145943635986157
560001,summer,7,6,4,0.1959705948942187,zepto,evening,0,0.31518729015396385,0.6,1,4.8504384738046955
110001,post_monsoon,4,9,1,0.24500212538217175,blinkit,night,0,0.875187213458729,0.3,1,2.6456825686163157
302001,monsoon,15,4,0,0.05520474883836313,zepto,evening,1,0.3471668396742926,0.2,2,4.131178636935986
400001,monsoon,3,5,1,0.20975685466875849,zepto,evening,0,0.5618981030014264,0.8,1,3.6777836992109187
700001,post_monsoon,14,4,7,0.15825088963131018,zepto,morning,0,0.4333808481149408,0.65,1,4.645738360385577
600001,post_monsoon,11,6,7,0.01779107289673132,swiggy,evening,1,0.4589165242987353,0.5,2,4.725044693990597
560034,summer,4,1,0,0.06836770136461762,zepto,evening,0,0.9695720518365583,0.7,1,2.9444027766661782
400001,post_monsoon,15,4,7,0.3820184115837359,blinkit,night,1,0.29615446826385794,0.8,2,6.815075631591802
560034,monsoon,13,9,6,0.009018954752322228,blinkit,evening,0,0.6273244695231713,0.7,2,5.4622522122238575
560034,monsoon,9,2,6,0.46712664954818056,blinkit,evening,0,0.42006266957944705,0.7,2,2.7621638732491376
400001,monsoon,6,8,4,0.04321231622361871,blinkit,night,0,0.06114618104768621,0.8,2,4.424039005606754
500001,monsoon,12,5,0,0.3996190471017291,zepto,evening,0,0.48933083162423596,0.4,1,4.20495232763446
411001,monsoon,19,9,1,0.4493082704717354,swiggy,night,0,0.8133433290451083,0.5,2,6.193843289504022
700001,summer,4,2,3,0.47056779242522356,blinkit,evening,1,0.09875296868168837,0.65,1,3.6369662367767828
110001,monsoon,2,6,1,0.4337385117479863,blinkit,morning,0,0.06959184739630897,0.3,1,1.7270238636832367
110001,summer,14,3,5,0.1437750197127216,swiggy,morning,0,0.15363152039326666,0.3,1,3.2754672357663277
700001,monsoon,3,2,6,0.1665435656692385,swiggy,evening,0,0.7644001113893061,0.65,1,2.9377593682911427
500001,winter,14,7,2,0.21327284930503798,blinkit,morning,0,0.723995384144738,0.4,1,3.917685451235906
110001,winter,13,3,2,0.06964834470355041,blinkit,night,0,0.5650177689061106,0.3,1,2.792303214380413
560034,winter,19,0,6,0.011136227533611931,swiggy,evening,0,0.4682264040926324,0.7,2,5.058588186292445
380001,winter,18,5,5,0.4345608071405173,blinkit,night,0,0.8883258147026221,0.3,1,3.931248966921267
600001,summer,12,9,2,0.27706435810522817,blinkit,morning,1,0.7666978238334825,0.5,2,5.98109476534262
560001,summer,9,0,7,0.30436147108910816,zepto,night,1,0.8119422513018052,0.6,1,4.2452163065770625
110001,post_monsoon,4,4,6,0.46349423740889767,swiggy,morning,0,0.8132623013506542,0.3,1,1.3888451719760326
700001,monsoon,19,6,2,0.33256008905680784,zepto,morning,1,0.642717154745558,0.65,2,7.557720109112481
380001,winter,19,5,6,0.3454267521699067,zepto,morning,0,0.45801462431594586,0.3,1,5.386263806902217
400001,summer,5,1,4,0.3934843242183711,swiggy,night,1,0.8646777525856504,0.8,1,5.661135613361622
411001,monsoon,3,3,3,0.05817422492870189,zepto,morning,0,0.9260074176032507,0.5,1,2.2140372035257374
700001,monsoon,1,1,3,0.18008107660689576,blinkit,evening,0,0.023806043258343013,0.65,1,2.7275635857905898
560034,summer,15,0,1,0.48410396385168314,zepto,morning,1,0.0515548732662513,0.7,1,5.506858608893315
411001,winter,17,2,5,0.4614650390503033,swiggy,evening,0,0.9587432969084373,0.5,1,4.504089644526164
600001,post_monsoon,4,2,6,0.4420376481550924,blinkit,evening,1,0.27716061384419477,0.5,1,3.5080986165400088
600001,monsoon,3,6,0,0.22604425516948623,blinkit,evening,0,0.8733694396494187,0.5,1,3.1782520589700556
500001,post_monsoon,12,0,1,0.42859647679340285,blinkit,evening,0,0.3887951189614026,0.4,1,3.5617323589619216
302001,winter,18,8,1,0.024197940972882803,blinkit,night,0,0.1191000576093556,0.2,1,5.137977055548737
500001,winter,1,5,6,0.07425871212855872,zepto,evening,0,0.08044320020933426,0.4,0,1.7353474562337505
380001,post_monsoon,12,3,6,0.20698384924202706,zepto,morning,1,0.15650789908045648,0.3,1,5.289516850546001
411001,winter,10,2,1,0.2416960333410632,blinkit,evening,0,0.24989319486736472,0.5,1,3.453232530964044
302001,monsoon,3,2,1,0.13175357676042843,swiggy,morning,1,0.4885183539308262,0.2,1,2.7876942346171742
400001,post_monsoon,19,1,3,0.17823833542389372,blinkit,night,1,0.7014979005657835,0.8,2,7.018496920048281
560034,winter,19,1,0,0.08138805051268438,zepto,evening,0,0.9863985764852999,0.7,1,5.8990065807517436
411001,post_monsoon,14,9,7,0.2445670158579536,blinkit,morning,0,0.44150674328917106,0.5,2,4.434031642553123
500001,monsoon,3,4,1,0.39692164643393063,zepto,night,1,0.5181849423431099,0.4,1,3.5094690690577135
560001,winter,8,8,7,0.33068019683065286,blinkit,night,1,0.5218157013832556,0.6,2,4.267148951084939
302001,monsoon,6,1,3,0.053896123682770636,swiggy,morning,0,0.5394343554879361,0.2,1,1.5264759676509767
302001,winter,18,1,1,0.24379080169835804,blinkit,evening,1,0.5177406571044623,0.2,1,5.0321809639790915
560034,summer,18,5,2,0.34882319138986245,swiggy,night,1,0.008774755061917827,0.7,2,6.418876111119724
110001,winter,5,9,1,0.2649476482769706,swiggy,morning,1,0.0017248221098407068,0.3,1,3.546072400659278
600001,post_monsoon,5,1,6,0.19583779826777448,blinkit,evening,0,0.09766631812612292,0.5,1,1.4243807119241358
600001,winter,19,3,5,0.3109572106419391,swiggy,night,1,0.10155660342917883,0.5,2,5.857674702348391
560001,monsoon,14,5,5,0.48431933265013777,swiggy,morning,1,0.7048969089547961,0.6,2,6.610589548398559
380001,monsoon,14,4,1,0.047453954883038996,zepto,night,1,0.20491603251599977,0.3,2,4.159073848445491
380001,winter,19,0,4,0.19500803037378034,zepto,night,1,0.8947141047556129,0.3,2,5.644508625906082
400001,post_monsoon,8,5,2,0.20330292652304782,swiggy,morning,0,0.9286063295770195,0.8,1,4.539673273513547
411001,summer,3,0,0,0.2884836552341855,blinkit,night,0,0.9758933378958987,0.5,0,3.1764308105712007
700001,post_monsoon,17,2,1,0.07608730094095895,swiggy,morning,1,0.9390813048870201,0.65,2,6.719177592451286
